exercise_id,muscle_id,role,source_ids
DEAD_HANG,BACK,SECONDARY,SRC_CURATED_V1
DEAD_HANG,SHOULDERS,SECONDARY,SRC_CURATED_V1
BARBELL_SKULL_CRUSHER,TRICEPS,PRIMARY,SRC_CURATED_V1
DUMBBELL_SKULL_CRUSHER,TRICEPS,PRIMARY,SRC_CURATED_V1
CABLE_TRICEPS_PUSHDOWN,TRICEPS,PRIMARY,SRC_CURATED_V1
ROPE_TRICEPS_PUSHDOWN,TRICEPS,PRIMARY,SRC_CURATED_V1
SINGLE_ARM_CABLE_PUSHDOWN,TRICEPS,PRIMARY,SRC_CURATED_V1
OVERHEAD_CABLE_TRICEPS_EXTENSION,TRICEPS,PRIMARY,SRC_CURATED_V1
DUMBBELL_OVERHEAD_TRICEPS_EXTENSION,TRICEPS,PRIMARY,SRC_CURATED_V1
SINGLE_ARM_DUMBBELL_OVERHEAD_TRICEPS_EXTENSION,TRICEPS,PRIMARY,SRC_CURATED_V1
BENCH_DIP,TRICEPS,PRIMARY,SRC_CURATED_V1
BENCH_DIP,CHEST,SECONDARY,SRC_CURATED_V1
BENCH_DIP,SHOULDERS,SECONDARY,SRC_CURATED_V1
PARALLEL_BAR_DIP,TRICEPS,PRIMARY,SRC_CURATED_V1
PARALLEL_BAR_DIP,CHEST,SECONDARY,SRC_CURATED_V1
PARALLEL_BAR_DIP,SHOULDERS,SECONDARY,SRC_CURATED_V1
WEIGHTED_DIP,TRICEPS,PRIMARY,SRC_CURATED_V1
WEIGHTED_DIP,CHEST,SECONDARY,SRC_CURATED_V1
WEIGHTED_DIP,SHOULDERS,SECONDARY,SRC_CURATED_V1
BACK_SQUAT,QUADRICEPS,PRIMARY,SRC_CURATED_V1
BACK_SQUAT,GLUTES,SECONDARY,SRC_CURATED_V1
BACK_SQUAT,HAMSTRINGS,SECONDARY,SRC_CURATED_V1
BACK_SQUAT,CORE,SECONDARY,SRC_CURATED_V1
BACK_SQUAT,LOWER_BACK,SECONDARY,SRC_CURATED_V1
HIGH_BAR_BACK_SQUAT,QUADRICEPS,PRIMARY,SRC_CURATED_V1
HIGH_BAR_BACK_SQUAT,GLUTES,SECONDARY,SRC_CURATED_V1
HIGH_BAR_BACK_SQUAT,CORE,SECONDARY,SRC_CURATED_V1
LOW_BAR_BACK_SQUAT,GLUTES,PRIMARY,SRC_CURATED_V1
LOW_BAR_BACK_SQUAT,QUADRICEPS,SECONDARY,SRC_CURATED_V1
LOW_BAR_BACK_SQUAT,HAMSTRINGS,SECONDARY,SRC_CURATED_V1
LOW_BAR_BACK_SQUAT,CORE,SECONDARY,SRC_CURATED_V1
LOW_BAR_BACK_SQUAT,LOWER_BACK,SECONDARY,SRC_CURATED_V1
FRONT_SQUAT,QUADRICEPS,PRIMARY,SRC_CURATED_V1
FRONT_SQUAT,GLUTES,SECONDARY,SRC_CURATED_V1
FRONT_SQUAT,CORE,SECONDARY,SRC_CURATED_V1
FRONT_SQUAT,BACK,SECONDARY,SRC_CURATED_V1
GOBLET_SQUAT,QUADRICEPS,PRIMARY,SRC_CURATED_V1
GOBLET_SQUAT,GLUTES,SECONDARY,SRC_CURATED_V1
GOBLET_SQUAT,CORE,SECONDARY,SRC_CURATED_V1
DUMBBELL_SQUAT,QUADRICEPS,PRIMARY,SRC_CURATED_V1
DUMBBELL_SQUAT,GLUTES,SECONDARY,SRC_CURATED_V1
DUMBBELL_SQUAT,CORE,SECONDARY,SRC_CURATED_V1
KETTLEBELL_GOBLET_SQUAT,QUADRICEPS,PRIMARY,SRC_CURATED_V1
KETTLEBELL_GOBLET_SQUAT,GLUTES,SECONDARY,SRC_CURATED_V1
KETTLEBELL_GOBLET_SQUAT,CORE,SECONDARY,SRC_CURATED_V1
BOX_SQUAT,GLUTES,PRIMARY,SRC_CURATED_V1
BOX_SQUAT,QUADRICEPS,SECONDARY,SRC_CURATED_V1
BOX_SQUAT,HAMSTRINGS,SECONDARY,SRC_CURATED_V1
BOX_SQUAT,CORE,SECONDARY,SRC_CURATED_V1
SAFETY_BAR_SQUAT,QUADRICEPS,PRIMARY,SRC_CURATED_V1
SAFETY_BAR_SQUAT,GLUTES,SECONDARY,SRC_CURATED_V1
SAFETY_BAR_SQUAT,CORE,SECONDARY,SRC_CURATED_V1
SAFETY_BAR_SQUAT,BACK,SECONDARY,SRC_CURATED_V1
ZERCHER_SQUAT,QUADRICEPS,PRIMARY,SRC_CURATED_V1
ZERCHER_SQUAT,GLUTES,SECONDARY,SRC_CURATED_V1
ZERCHER_SQUAT,CORE,SECONDARY,SRC_CURATED_V1
ZERCHER_SQUAT,BACK,SECONDARY,SRC_CURATED_V1
HACK_SQUAT_MACHINE,QUADRICEPS,PRIMARY,SRC_CURATED_V1
HACK_SQUAT_MACHINE,GLUTES,SECONDARY,SRC_CURATED_V1
SMITH_MACHINE_SQUAT,QUADRICEPS,PRIMARY,SRC_CURATED_V1
SMITH_MACHINE_SQUAT,GLUTES,SECONDARY,SRC_CURATED_V1
LEG_PRESS,QUADRICEPS,PRIMARY,SRC_CURATED_V1
LEG_PRESS,GLUTES,SECONDARY,SRC_CURATED_V1
LEG_PRESS,HAMSTRINGS,SECONDARY,SRC_CURATED_V1
SINGLE_LEG_PRESS,QUADRICEPS,PRIMARY,SRC_CURATED_V1
SINGLE_LEG_PRESS,GLUTES,SECONDARY,SRC_CURATED_V1
SINGLE_LEG_PRESS,HAMSTRINGS,SECONDARY,SRC_CURATED_V1
BULGARIAN_SPLIT_SQUAT,QUADRICEPS,PRIMARY,SRC_CURATED_V1
BULGARIAN_SPLIT_SQUAT,GLUTES,SECONDARY,SRC_CURATED_V1
BULGARIAN_SPLIT_SQUAT,HAMSTRINGS,SECONDARY,SRC_CURATED_V1
BULGARIAN_SPLIT_SQUAT,CORE,SECONDARY,SRC_CURATED_V1
REAR_FOOT_ELEVATED_SPLIT_SQUAT,QUADRICEPS,PRIMARY,SRC_CURATED_V1
REAR_FOOT_ELEVATED_SPLIT_SQUAT,GLUTES,SECONDARY,SRC_CURATED_V1
REAR_FOOT_ELEVATED_SPLIT_SQUAT,HAMSTRINGS,SECONDARY,SRC_CURATED_V1
REAR_FOOT_ELEVATED_SPLIT_SQUAT,CORE,SECONDARY,SRC_CURATED_V1
SPLIT_SQUAT,QUADRICEPS,PRIMARY,SRC_CURATED_V1
SPLIT_SQUAT,GLUTES,SECONDARY,SRC_CURATED_V1
SPLIT_SQUAT,HAMSTRINGS,SECONDARY,SRC_CURATED_V1
SPLIT_SQUAT,CORE,SECONDARY,SRC_CURATED_V1
FRONT_FOOT_ELEVATED_SPLIT_SQUAT,QUADRICEPS,PRIMARY,SRC_CURATED_V1
FRONT_FOOT_ELEVATED_SPLIT_SQUAT,GLUTES,SECONDARY,SRC_CURATED_V1
FRONT_FOOT_ELEVATED_SPLIT_SQUAT,CORE,SECONDARY,SRC_CURATED_V1
FORWARD_LUNGE,QUADRICEPS,PRIMARY,SRC_CURATED_V1
FORWARD_LUNGE,GLUTES,SECONDARY,SRC_CURATED_V1
FORWARD_LUNGE,HAMSTRINGS,SECONDARY,SRC_CURATED_V1
FORWARD_LUNGE,CORE,SECONDARY,SRC_CURATED_V1
REVERSE_LUNGE,GLUTES,PRIMARY,SRC_CURATED_V1
REVERSE_LUNGE,QUADRICEPS,SECONDARY,SRC_CURATED_V1
REVERSE_LUNGE,HAMSTRINGS,SECONDARY,SRC_CURATED_V1
REVERSE_LUNGE,CORE,SECONDARY,SRC_CURATED_V1
WALKING_LUNGE,QUADRICEPS,PRIMARY,SRC_CURATED_V1
WALKING_LUNGE,GLUTES,SECONDARY,SRC_CURATED_V1
WALKING_LUNGE,HAMSTRINGS,SECONDARY,SRC_CURATED_V1
WALKING_LUNGE,CORE,SECONDARY,SRC_CURATED_V1
LATERAL_LUNGE,ADDUCTORS,PRIMARY,SRC_CURATED_V1
LATERAL_LUNGE,GLUTES,SECONDARY,SRC_CURATED_V1
LATERAL_LUNGE,QUADRICEPS,SECONDARY,SRC_CURATED_V1
LATERAL_LUNGE,HAMSTRINGS,SECONDARY,SRC_CURATED_V1
CURTSY_LUNGE,GLUTES,PRIMARY,SRC_CURATED_V1
CURTSY_LUNGE,QUADRICEPS,SECONDARY,SRC_CURATED_V1
CURTSY_LUNGE,ABDUCTORS,SECONDARY,SRC_CURATED_V1
STEP_UP,QUADRICEPS,PRIMARY,SRC_CURATED_V1
STEP_UP,GLUTES,SECONDARY,SRC_CURATED_V1
STEP_UP,HAMSTRINGS,SECONDARY,SRC_CURATED_V1
DUMBBELL_STEP_UP,QUADRICEPS,PRIMARY,SRC_CURATED_V1
DUMBBELL_STEP_UP,GLUTES,SECONDARY,SRC_CURATED_V1
DUMBBELL_STEP_UP,HAMSTRINGS,SECONDARY,SRC_CURATED_V1
DUMBBELL_STEP_UP,CORE,SECONDARY,SRC_CURATED_V1
LATERAL_STEP_UP,GLUTES,PRIMARY,SRC_CURATED_V1
LATERAL_STEP_UP,QUADRICEPS,SECONDARY,SRC_CURATED_V1
LATERAL_STEP_UP,ABDUCTORS,SECONDARY,SRC_CURATED_V1
LEG_EXTENSION,QUADRICEPS,PRIMARY,SRC_CURATED_V1
SINGLE_LEG_EXTENSION,QUADRICEPS,PRIMARY,SRC_CURATED_V1
SISSY_SQUAT,QUADRICEPS,PRIMARY,SRC_CURATED_V1
SISSY_SQUAT,CORE,SECONDARY,SRC_CURATED_V1
NORDIC_HAMSTRING_CURL,HAMSTRINGS,PRIMARY,SRC_CURATED_V1
NORDIC_HAMSTRING_CURL,GLUTES,SECONDARY,SRC_CURATED_V1
NORDIC_HAMSTRING_CURL,CALVES,SECONDARY,SRC_CURATED_V1
SEATED_LEG_CURL,HAMSTRINGS,PRIMARY,SRC_CURATED_V1
LYING_LEG_CURL,HAMSTRINGS,PRIMARY,SRC_CURATED_V1
STANDING_SINGLE_LEG_CURL,HAMSTRINGS,PRIMARY,SRC_CURATED_V1
STABILITY_BALL_LEG_CURL,HAMSTRINGS,PRIMARY,SRC_CURATED_V1
STABILITY_BALL_LEG_CURL,GLUTES,SECONDARY,SRC_CURATED_V1
STABILITY_BALL_LEG_CURL,CORE,SECONDARY,SRC_CURATED_V1
SLIDING_LEG_CURL,HAMSTRINGS,PRIMARY,SRC_CURATED_V1
SLIDING_LEG_CURL,GLUTES,SECONDARY,SRC_CURATED_V1
SLIDING_LEG_CURL,CORE,SECONDARY,SRC_CURATED_V1
BARBELL_HIP_THRUST,GLUTES,PRIMARY,SRC_CURATED_V1
BARBELL_HIP_THRUST,HAMSTRINGS,SECONDARY,SRC_CURATED_V1
BARBELL_HIP_THRUST,CORE,SECONDARY,SRC_CURATED_V1
DUMBBELL_HIP_THRUST,GLUTES,PRIMARY,SRC_CURATED_V1
DUMBBELL_HIP_THRUST,HAMSTRINGS,SECONDARY,SRC_CURATED_V1
DUMBBELL_HIP_THRUST,CORE,SECONDARY,SRC_CURATED_V1
MACHINE_HIP_THRUST,GLUTES,PRIMARY,SRC_CURATED_V1
MACHINE_HIP_THRUST,HAMSTRINGS,SECONDARY,SRC_CURATED_V1
SINGLE_LEG_HIP_THRUST,GLUTES,PRIMARY,SRC_CURATED_V1
SINGLE_LEG_HIP_THRUST,HAMSTRINGS,SECONDARY,SRC_CURATED_V1
SINGLE_LEG_HIP_THRUST,CORE,SECONDARY,SRC_CURATED_V1
GLUTE_BRIDGE,GLUTES,PRIMARY,SRC_CURATED_V1
GLUTE_BRIDGE,HAMSTRINGS,SECONDARY,SRC_CURATED_V1
GLUTE_BRIDGE,CORE,SECONDARY,SRC_CURATED_V1
SINGLE_LEG_GLUTE_BRIDGE,GLUTES,PRIMARY,SRC_CURATED_V1
SINGLE_LEG_GLUTE_BRIDGE,HAMSTRINGS,SECONDARY,SRC_CURATED_V1
SINGLE_LEG_GLUTE_BRIDGE,CORE,SECONDARY,SRC_CURATED_V1
CABLE_PULL_THROUGH,GLUTES,PRIMARY,SRC_CURATED_V1
CABLE_PULL_THROUGH,HAMSTRINGS,SECONDARY,SRC_CURATED_V1
CABLE_PULL_THROUGH,CORE,SECONDARY,SRC_CURATED_V1
KETTLEBELL_SWING,GLUTES,PRIMARY,SRC_CURATED_V1
KETTLEBELL_SWING,HAMSTRINGS,SECONDARY,SRC_CURATED_V1
KETTLEBELL_SWING,CORE,SECONDARY,SRC_CURATED_V1
KETTLEBELL_SWING,BACK,SECONDARY,SRC_CURATED_V1
CABLE_HIP_ABDUCTION,ABDUCTORS,PRIMARY,SRC_CURATED_V1
CABLE_HIP_ABDUCTION,GLUTES,SECONDARY,SRC_CURATED_V1
MACHINE_HIP_ABDUCTION,ABDUCTORS,PRIMARY,SRC_CURATED_V1
MACHINE_HIP_ABDUCTION,GLUTES,SECONDARY,SRC_CURATED_V1
BAND_LATERAL_WALK,ABDUCTORS,PRIMARY,SRC_CURATED_V1
BAND_LATERAL_WALK,GLUTES,SECONDARY,SRC_CURATED_V1
MONSTER_WALK,ABDUCTORS,PRIMARY,SRC_CURATED_V1
MONSTER_WALK,GLUTES,SECONDARY,SRC_CURATED_V1
CABLE_HIP_ADDUCTION,ADDUCTORS,PRIMARY,SRC_CURATED_V1
MACHINE_HIP_ADDUCTION,ADDUCTORS,PRIMARY,SRC_CURATED_V1
STANDING_CALF_RAISE,CALVES,PRIMARY,SRC_CURATED_V1
DUMBBELL_STANDING_CALF_RAISE,CALVES,PRIMARY,SRC_CURATED_V1
MACHINE_STANDING_CALF_RAISE,CALVES,PRIMARY,SRC_CURATED_V1
SEATED_CALF_RAISE,CALVES,PRIMARY,SRC_CURATED_V1
SINGLE_LEG_CALF_RAISE,CALVES,PRIMARY,SRC_CURATED_V1
LEG_PRESS_CALF_RAISE,CALVES,PRIMARY,SRC_CURATED_V1
TIBIALIS_RAISE,CALVES,PRIMARY,SRC_CURATED_V1
CRUNCH,CORE,PRIMARY,SRC_CURATED_V1
CABLE_CRUNCH,CORE,PRIMARY,SRC_CURATED_V1
MACHINE_CRUNCH,CORE,PRIMARY,SRC_CURATED_V1
REVERSE_CRUNCH,CORE,PRIMARY,SRC_CURATED_V1
REVERSE_CRUNCH,HIP_FLEXORS,SECONDARY,SRC_CURATED_V1
HANGING_KNEE_RAISE,CORE,PRIMARY,SRC_CURATED_V1
HANGING_KNEE_RAISE,HIP_FLEXORS,SECONDARY,SRC_CURATED_V1
HANGING_KNEE_RAISE,FOREARMS,SECONDARY,SRC_CURATED_V1
HANGING_LEG_RAISE,CORE,PRIMARY,SRC_CURATED_V1
HANGING_LEG_RAISE,HIP_FLEXORS,SECONDARY,SRC_CURATED_V1
HANGING_LEG_RAISE,FOREARMS,SECONDARY,SRC_CURATED_V1
CAPTAIN_S_CHAIR_KNEE_RAISE,CORE,PRIMARY,SRC_CURATED_V1
CAPTAIN_S_CHAIR_KNEE_RAISE,HIP_FLEXORS,SECONDARY,SRC_CURATED_V1
AB_WHEEL_ROLLOUT,CORE,PRIMARY,SRC_CURATED_V1
AB_WHEEL_ROLLOUT,SHOULDERS,SECONDARY,SRC_CURATED_V1
AB_WHEEL_ROLLOUT,BACK,SECONDARY,SRC_CURATED_V1
BARBELL_ROLLOUT,CORE,PRIMARY,SRC_CURATED_V1
BARBELL_ROLLOUT,SHOULDERS,SECONDARY,SRC_CURATED_V1
BARBELL_ROLLOUT,BACK,SECONDARY,SRC_CURATED_V1
PLANK,CORE,PRIMARY,SRC_CURATED_V1
PLANK,SHOULDERS,SECONDARY,SRC_CURATED_V1
PLANK,GLUTES,SECONDARY,SRC_CURATED_V1
LONG_LEVER_PLANK,CORE,PRIMARY,SRC_CURATED_V1
LONG_LEVER_PLANK,SHOULDERS,SECONDARY,SRC_CURATED_V1
LONG_LEVER_PLANK,GLUTES,SECONDARY,SRC_CURATED_V1
RKC_PLANK,CORE,PRIMARY,SRC_CURATED_V1
RKC_PLANK,GLUTES,SECONDARY,SRC_CURATED_V1
RKC_PLANK,SHOULDERS,SECONDARY,SRC_CURATED_V1
SIDE_PLANK,CORE,PRIMARY,SRC_CURATED_V1
SIDE_PLANK,SHOULDERS,SECONDARY,SRC_CURATED_V1
SIDE_PLANK,GLUTES,SECONDARY,SRC_CURATED_V1
WEIGHTED_SIDE_PLANK,CORE,PRIMARY,SRC_CURATED_V1
WEIGHTED_SIDE_PLANK,SHOULDERS,SECONDARY,SRC_CURATED_V1
WEIGHTED_SIDE_PLANK,GLUTES,SECONDARY,SRC_CURATED_V1
PALLOF_PRESS,CORE,PRIMARY,SRC_CURATED_V1
PALLOF_PRESS,SHOULDERS,SECONDARY,SRC_CURATED_V1
HALF_KNEELING_PALLOF_PRESS,CORE,PRIMARY,SRC_CURATED_V1
HALF_KNEELING_PALLOF_PRESS,GLUTES,SECONDARY,SRC_CURATED_V1
DEAD_BUG,CORE,PRIMARY,SRC_CURATED_V1
DEAD_BUG,HIP_FLEXORS,SECONDARY,SRC_CURATED_V1
BIRD_DOG,CORE,PRIMARY,SRC_CURATED_V1
BIRD_DOG,GLUTES,SECONDARY,SRC_CURATED_V1
BIRD_DOG,SHOULDERS,SECONDARY,SRC_CURATED_V1
MOUNTAIN_CLIMBER,CORE,PRIMARY,SRC_CURATED_V1
MOUNTAIN_CLIMBER,SHOULDERS,SECONDARY,SRC_CURATED_V1
MOUNTAIN_CLIMBER,HIP_FLEXORS,SECONDARY,SRC_CURATED_V1
BICYCLE_CRUNCH,CORE,PRIMARY,SRC_CURATED_V1
BICYCLE_CRUNCH,HIP_FLEXORS,SECONDARY,SRC_CURATED_V1
RUSSIAN_TWIST,CORE,PRIMARY,SRC_CURATED_V1
CABLE_WOOD_CHOP,CORE,PRIMARY,SRC_CURATED_V1
CABLE_WOOD_CHOP,SHOULDERS,SECONDARY,SRC_CURATED_V1
CABLE_LIFT,CORE,PRIMARY,SRC_CURATED_V1
CABLE_LIFT,SHOULDERS,SECONDARY,SRC_CURATED_V1
SUITCASE_CARRY,CORE,PRIMARY,SRC_CURATED_V1
SUITCASE_CARRY,FOREARMS,SECONDARY,SRC_CURATED_V1
SUITCASE_CARRY,SHOULDERS,SECONDARY,SRC_CURATED_V1
SUITCASE_CARRY,GLUTES,SECONDARY,SRC_CURATED_V1
FARMER_S_CARRY,FOREARMS,PRIMARY,SRC_CURATED_V1
FARMER_S_CARRY,CORE,SECONDARY,SRC_CURATED_V1
FARMER_S_CARRY,BACK,SECONDARY,SRC_CURATED_V1
FARMER_S_CARRY,SHOULDERS,SECONDARY,SRC_CURATED_V1
FARMER_S_CARRY,GLUTES,SECONDARY,SRC_CURATED_V1
TRAP_BAR_CARRY,FOREARMS,PRIMARY,SRC_CURATED_V1
TRAP_BAR_CARRY,CORE,SECONDARY,SRC_CURATED_V1
TRAP_BAR_CARRY,BACK,SECONDARY,SRC_CURATED_V1
TRAP_BAR_CARRY,SHOULDERS,SECONDARY,SRC_CURATED_V1
TRAP_BAR_CARRY,GLUTES,SECONDARY,SRC_CURATED_V1
FRONT_RACK_CARRY,CORE,PRIMARY,SRC_CURATED_V1
FRONT_RACK_CARRY,SHOULDERS,SECONDARY,SRC_CURATED_V1
FRONT_RACK_CARRY,FOREARMS,SECONDARY,SRC_CURATED_V1
FRONT_RACK_CARRY,BACK,SECONDARY,SRC_CURATED_V1
OVERHEAD_CARRY,SHOULDERS,PRIMARY,SRC_CURATED_V1
OVERHEAD_CARRY,CORE,SECONDARY,SRC_CURATED_V1
OVERHEAD_CARRY,FOREARMS,SECONDARY,SRC_CURATED_V1
WAITER_S_CARRY,SHOULDERS,PRIMARY,SRC_CURATED_V1
WAITER_S_CARRY,CORE,SECONDARY,SRC_CURATED_V1
WAITER_S_CARRY,FOREARMS,SECONDARY,SRC_CURATED_V1
BEAR_HUG_SANDBAG_CARRY,CORE,PRIMARY,SRC_CURATED_V1
BEAR_HUG_SANDBAG_CARRY,BACK,SECONDARY,SRC_CURATED_V1
BEAR_HUG_SANDBAG_CARRY,GLUTES,SECONDARY,SRC_CURATED_V1
BEAR_HUG_SANDBAG_CARRY,FOREARMS,SECONDARY,SRC_CURATED_V1
BEAR_CRAWL,CORE,PRIMARY,SRC_CURATED_V1
BEAR_CRAWL,SHOULDERS,SECONDARY,SRC_CURATED_V1
BEAR_CRAWL,GLUTES,SECONDARY,SRC_CURATED_V1
BEAR_CRAWL,QUADRICEPS,SECONDARY,SRC_CURATED_V1
CRAB_WALK,CORE,PRIMARY,SRC_CURATED_V1
CRAB_WALK,SHOULDERS,SECONDARY,SRC_CURATED_V1
CRAB_WALK,GLUTES,SECONDARY,SRC_CURATED_V1
CRAB_WALK,TRICEPS,SECONDARY,SRC_CURATED_V1
POWER_CLEAN,FULL_BODY,PRIMARY,SRC_CURATED_V1
POWER_CLEAN,BACK,SECONDARY,SRC_CURATED_V1
POWER_CLEAN,GLUTES,SECONDARY,SRC_CURATED_V1
POWER_CLEAN,HAMSTRINGS,SECONDARY,SRC_CURATED_V1
POWER_CLEAN,QUADRICEPS,SECONDARY,SRC_CURATED_V1
POWER_CLEAN,SHOULDERS,SECONDARY,SRC_CURATED_V1
HANG_POWER_CLEAN,FULL_BODY,PRIMARY,SRC_CURATED_V1
HANG_POWER_CLEAN,BACK,SECONDARY,SRC_CURATED_V1
HANG_POWER_CLEAN,GLUTES,SECONDARY,SRC_CURATED_V1
HANG_POWER_CLEAN,HAMSTRINGS,SECONDARY,SRC_CURATED_V1
HANG_POWER_CLEAN,QUADRICEPS,SECONDARY,SRC_CURATED_V1
HANG_POWER_CLEAN,SHOULDERS,SECONDARY,SRC_CURATED_V1
CLEAN_PULL,FULL_BODY,PRIMARY,SRC_CURATED_V1
CLEAN_PULL,BACK,SECONDARY,SRC_CURATED_V1
CLEAN_PULL,GLUTES,SECONDARY,SRC_CURATED_V1
CLEAN_PULL,HAMSTRINGS,SECONDARY,SRC_CURATED_V1
CLEAN_PULL,QUADRICEPS,SECONDARY,SRC_CURATED_V1
POWER_SNATCH,FULL_BODY,PRIMARY,SRC_CURATED_V1
POWER_SNATCH,BACK,SECONDARY,SRC_CURATED_V1
POWER_SNATCH,GLUTES,SECONDARY,SRC_CURATED_V1
POWER_SNATCH,HAMSTRINGS,SECONDARY,SRC_CURATED_V1
POWER_SNATCH,SHOULDERS,SECONDARY,SRC_CURATED_V1
HANG_POWER_SNATCH,FULL_BODY,PRIMARY,SRC_CURATED_V1
HANG_POWER_SNATCH,BACK,SECONDARY,SRC_CURATED_V1
HANG_POWER_SNATCH,GLUTES,SECONDARY,SRC_CURATED_V1
HANG_POWER_SNATCH,HAMSTRINGS,SECONDARY,SRC_CURATED_V1
HANG_POWER_SNATCH,SHOULDERS,SECONDARY,SRC_CURATED_V1
SNATCH_PULL,FULL_BODY,PRIMARY,SRC_CURATED_V1
SNATCH_PULL,BACK,SECONDARY,SRC_CURATED_V1
SNATCH_PULL,GLUTES,SECONDARY,SRC_CURATED_V1
SNATCH_PULL,HAMSTRINGS,SECONDARY,SRC_CURATED_V1
SNATCH_PULL,QUADRICEPS,SECONDARY,SRC_CURATED_V1
PUSH_PRESS,SHOULDERS,PRIMARY,SRC_CURATED_V1
PUSH_PRESS,TRICEPS,SECONDARY,SRC_CURATED_V1
PUSH_PRESS,QUADRICEPS,SECONDARY,SRC_CURATED_V1
PUSH_PRESS,GLUTES,SECONDARY,SRC_CURATED_V1
PUSH_PRESS,CORE,SECONDARY,SRC_CURATED_V1
PUSH_JERK,FULL_BODY,PRIMARY,SRC_CURATED_V1
PUSH_JERK,SHOULDERS,SECONDARY,SRC_CURATED_V1
PUSH_JERK,TRICEPS,SECONDARY,SRC_CURATED_V1
PUSH_JERK,QUADRICEPS,SECONDARY,SRC_CURATED_V1
PUSH_JERK,GLUTES,SECONDARY,SRC_CURATED_V1
KETTLEBELL_CLEAN,FULL_BODY,PRIMARY,SRC_CURATED_V1
KETTLEBELL_CLEAN,GLUTES,SECONDARY,SRC_CURATED_V1
KETTLEBELL_CLEAN,HAMSTRINGS,SECONDARY,SRC_CURATED_V1
KETTLEBELL_CLEAN,SHOULDERS,SECONDARY,SRC_CURATED_V1
KETTLEBELL_SNATCH,FULL_BODY,PRIMARY,SRC_CURATED_V1
KETTLEBELL_SNATCH,GLUTES,SECONDARY,SRC_CURATED_V1
KETTLEBELL_SNATCH,HAMSTRINGS,SECONDARY,SRC_CURATED_V1
KETTLEBELL_SNATCH,SHOULDERS,SECONDARY,SRC_CURATED_V1
DUMBBELL_SNATCH,FULL_BODY,PRIMARY,SRC_CURATED_V1
DUMBBELL_SNATCH,GLUTES,SECONDARY,SRC_CURATED_V1
DUMBBELL_SNATCH,HAMSTRINGS,SECONDARY,SRC_CURATED_V1
DUMBBELL_SNATCH,SHOULDERS,SECONDARY,SRC_CURATED_V1
MEDICINE_BALL_CHEST_PASS,CHEST,PRIMARY,SRC_CURATED_V1
MEDICINE_BALL_CHEST_PASS,TRICEPS,SECONDARY,SRC_CURATED_V1
MEDICINE_BALL_CHEST_PASS,CORE,SECONDARY,SRC_CURATED_V1
MEDICINE_BALL_OVERHEAD_THROW,FULL_BODY,PRIMARY,SRC_CURATED_V1
MEDICINE_BALL_OVERHEAD_THROW,SHOULDERS,SECONDARY,SRC_CURATED_V1
MEDICINE_BALL_OVERHEAD_THROW,CORE,SECONDARY,SRC_CURATED_V1
MEDICINE_BALL_OVERHEAD_THROW,GLUTES,SECONDARY,SRC_CURATED_V1
ROTATIONAL_MEDICINE_BALL_THROW,CORE,PRIMARY,SRC_CURATED_V1
ROTATIONAL_MEDICINE_BALL_THROW,SHOULDERS,SECONDARY,SRC_CURATED_V1
ROTATIONAL_MEDICINE_BALL_THROW,GLUTES,SECONDARY,SRC_CURATED_V1
MEDICINE_BALL_SLAM,FULL_BODY,PRIMARY,SRC_CURATED_V1
MEDICINE_BALL_SLAM,CORE,SECONDARY,SRC_CURATED_V1
MEDICINE_BALL_SLAM,SHOULDERS,SECONDARY,SRC_CURATED_V1
MEDICINE_BALL_SLAM,BACK,SECONDARY,SRC_CURATED_V1
BOX_JUMP,QUADRICEPS,PRIMARY,SRC_CURATED_V1
BOX_JUMP,GLUTES,SECONDARY,SRC_CURATED_V1
BOX_JUMP,HAMSTRINGS,SECONDARY,SRC_CURATED_V1
BOX_JUMP,CALVES,SECONDARY,SRC_CURATED_V1
COUNTERMOVEMENT_JUMP,QUADRICEPS,PRIMARY,SRC_CURATED_V1
COUNTERMOVEMENT_JUMP,GLUTES,SECONDARY,SRC_CURATED_V1
COUNTERMOVEMENT_JUMP,HAMSTRINGS,SECONDARY,SRC_CURATED_V1
COUNTERMOVEMENT_JUMP,CALVES,SECONDARY,SRC_CURATED_V1
SQUAT_JUMP,QUADRICEPS,PRIMARY,SRC_CURATED_V1
SQUAT_JUMP,GLUTES,SECONDARY,SRC_CURATED_V1
SQUAT_JUMP,CALVES,SECONDARY,SRC_CURATED_V1
BROAD_JUMP,GLUTES,PRIMARY,SRC_CURATED_V1
BROAD_JUMP,QUADRICEPS,SECONDARY,SRC_CURATED_V1
BROAD_JUMP,HAMSTRINGS,SECONDARY,SRC_CURATED_V1
BROAD_JUMP,CALVES,SECONDARY,SRC_CURATED_V1
TUCK_JUMP,QUADRICEPS,PRIMARY,SRC_CURATED_V1
TUCK_JUMP,GLUTES,SECONDARY,SRC_CURATED_V1
TUCK_JUMP,CALVES,SECONDARY,SRC_CURATED_V1
TUCK_JUMP,CORE,SECONDARY,SRC_CURATED_V1
DEPTH_JUMP,QUADRICEPS,PRIMARY,SRC_CURATED_V1
DEPTH_JUMP,GLUTES,SECONDARY,SRC_CURATED_V1
DEPTH_JUMP,HAMSTRINGS,SECONDARY,SRC_CURATED_V1
DEPTH_JUMP,CALVES,SECONDARY,SRC_CURATED_V1
POGO_JUMP,CALVES,PRIMARY,SRC_CURATED_V1
