exercise_id,canonical_name,exercise_family,variant_of,exercise_class,training_category_id,body_region,primary_muscle_group,movement_pattern_id,movement_plane,mechanic,force,laterality,position,tracking_mode_id,difficulty,skill_demand_1_5,stability_demand_1_5,fatigue_cost_1_5,loading_potential_1_5,hypertrophy_suitability_1_5,strength_suitability_1_5,power_suitability_1_5,endurance_suitability_1_5,cardio_suitability_1_5,beginner_allowed,ai_selection_allowed,ai_substitution_allowed,advanced_only,safety_flag,medical_review_required,verification_status,confidence_score,source_ids,notes
MEADOWS_ROW,Meadows Row,Row,ROW,Resistance,RESISTANCE,Upper Body,Back,HORIZONTAL_PULL,Transverse,Compound,Pull,Unilateral,Standing,WEIGHT_REPS,Advanced,5,3,4,5,4,4,1,3,1,0,1,1,1,TECHNIQUE_SENSITIVE,0,CURATED_SEED_NEEDS_DOMAIN_REVIEW,0.72,SRC_CURATED_V1;SRC_ACE_LIBRARY;SRC_FREE_EX_DB,"Scores are heuristic ranking metadata for software/AI, not medical or clinical guidance."
SEATED_CABLE_ROW,Seated Cable Row,Row,ROW,Resistance,RESISTANCE,Upper Body,Back,HORIZONTAL_PULL,Transverse,Compound,Pull,Bilateral,Seated,WEIGHT_REPS,Beginner,1,3,4,4,4,4,1,3,1,1,1,1,0,STANDARD,0,CURATED_SEED_NEEDS_DOMAIN_REVIEW,0.8,SRC_CURATED_V1;SRC_ACE_LIBRARY;SRC_FREE_EX_DB,"Scores are heuristic ranking metadata for software/AI, not medical or clinical guidance."
WIDE_GRIP_SEATED_CABLE_ROW,Wide-Grip Seated Cable Row,Row,ROW,Resistance,RESISTANCE,Upper Body,Back,HORIZONTAL_PULL,Transverse,Compound,Pull,Bilateral,Seated,WEIGHT_REPS,Intermediate,3,3,4,4,4,4,1,3,1,0,1,1,0,STANDARD,0,CURATED_SEED_NEEDS_DOMAIN_REVIEW,0.8,SRC_CURATED_V1;SRC_ACE_LIBRARY;SRC_FREE_EX_DB,"Scores are heuristic ranking metadata for software/AI, not medical or clinical guidance."
SINGLE_ARM_SEATED_CABLE_ROW,Single-Arm Seated Cable Row,Row,ROW,Resistance,RESISTANCE,Upper Body,Back,HORIZONTAL_PULL,Transverse,Compound,Pull,Unilateral,Seated,WEIGHT_REPS,Beginner,1,3,4,4,4,4,1,3,1,1,1,1,0,STANDARD,0,CURATED_SEED_NEEDS_DOMAIN_REVIEW,0.8,SRC_CURATED_V1;SRC_ACE_LIBRARY;SRC_FREE_EX_DB,"Scores are heuristic ranking metadata for software/AI, not medical or clinical guidance."
MACHINE_SEATED_ROW,Machine Seated Row,Row,ROW,Resistance,RESISTANCE,Upper Body,Back,HORIZONTAL_PULL,Transverse,Compound,Pull,Bilateral,Seated,WEIGHT_REPS,Beginner,1,2,4,2,4,4,1,3,1,1,1,1,0,STANDARD,0,CURATED_SEED_NEEDS_DOMAIN_REVIEW,0.8,SRC_CURATED_V1;SRC_ACE_LIBRARY;SRC_FREE_EX_DB,"Scores are heuristic ranking metadata for software/AI, not medical or clinical guidance."
SINGLE_ARM_MACHINE_ROW,Single-Arm Machine Row,Row,ROW,Resistance,RESISTANCE,Upper Body,Back,HORIZONTAL_PULL,Transverse,Compound,Pull,Unilateral,Seated,WEIGHT_REPS,Beginner,1,2,4,5,4,4,1,3,1,1,1,1,0,STANDARD,0,CURATED_SEED_NEEDS_DOMAIN_REVIEW,0.8,SRC_CURATED_V1;SRC_ACE_LIBRARY;SRC_FREE_EX_DB,"Scores are heuristic ranking metadata for software/AI, not medical or clinical guidance."
INVERTED_ROW,Inverted Row,Row,ROW,Resistance,RESISTANCE,Upper Body,Back,HORIZONTAL_PULL,Transverse,Compound,Pull,Bilateral,Supine,REPS_ONLY,Beginner,1,3,4,2,4,4,1,3,1,1,1,1,0,STANDARD,0,CURATED_SEED_NEEDS_DOMAIN_REVIEW,0.8,SRC_CURATED_V1;SRC_ACE_LIBRARY;SRC_FREE_EX_DB,"Scores are heuristic ranking metadata for software/AI, not medical or clinical guidance."
SUSPENSION_ROW,Suspension Row,Row,ROW,Resistance,RESISTANCE,Upper Body,Back,HORIZONTAL_PULL,Transverse,Compound,Pull,Bilateral,Supine,REPS_ONLY,Beginner,1,3,4,2,4,4,1,3,1,1,1,1,0,STANDARD,0,CURATED_SEED_NEEDS_DOMAIN_REVIEW,0.8,SRC_CURATED_V1;SRC_ACE_LIBRARY;SRC_FREE_EX_DB,"Scores are heuristic ranking metadata for software/AI, not medical or clinical guidance."
FACE_PULL,Face Pull,Face Pull,,Resistance,RESISTANCE,Upper Body,Shoulders,SCAPULAR_RETRACTION,Sagittal,Compound,Pull,Bilateral,Standing,WEIGHT_REPS,Beginner,1,3,4,4,4,4,1,3,1,1,1,1,0,STANDARD,0,CURATED_SEED_NEEDS_DOMAIN_REVIEW,0.8,SRC_CURATED_V1;SRC_ACE_LIBRARY;SRC_FREE_EX_DB,"Scores are heuristic ranking metadata for software/AI, not medical or clinical guidance."
BAND_FACE_PULL,Band Face Pull,Face Pull,FACE_PULL,Resistance,RESISTANCE,Upper Body,Shoulders,SCAPULAR_RETRACTION,Sagittal,Compound,Pull,Bilateral,Standing,REPS_ONLY,Beginner,1,3,4,2,4,4,1,3,1,1,1,1,0,STANDARD,0,CURATED_SEED_NEEDS_DOMAIN_REVIEW,0.8,SRC_CURATED_V1;SRC_ACE_LIBRARY;SRC_FREE_EX_DB,"Scores are heuristic ranking metadata for software/AI, not medical or clinical guidance."
REVERSE_PEC_DECK,Reverse Pec Deck,Rear Delt Fly,REAR_DELT_FLY,Resistance,RESISTANCE,Upper Body,Shoulders,HORIZONTAL_PULL,Transverse,Isolation,Pull,Bilateral,Seated,REPS_ONLY,Beginner,1,1,2,2,5,2,1,3,1,1,1,1,0,STANDARD,0,CURATED_SEED_NEEDS_DOMAIN_REVIEW,0.8,SRC_CURATED_V1;SRC_ACE_LIBRARY;SRC_FREE_EX_DB,"Scores are heuristic ranking metadata for software/AI, not medical or clinical guidance."
CABLE_REAR_DELT_FLY,Cable Rear-Delt Fly,Rear Delt Fly,REAR_DELT_FLY,Resistance,RESISTANCE,Upper Body,Shoulders,HORIZONTAL_PULL,Transverse,Isolation,Pull,Bilateral,Standing,WEIGHT_REPS,Beginner,1,1,2,4,5,2,1,3,1,1,1,1,0,STANDARD,0,CURATED_SEED_NEEDS_DOMAIN_REVIEW,0.8,SRC_CURATED_V1;SRC_ACE_LIBRARY;SRC_FREE_EX_DB,"Scores are heuristic ranking metadata for software/AI, not medical or clinical guidance."
DUMBBELL_REAR_DELT_FLY,Dumbbell Rear-Delt Fly,Rear Delt Fly,REAR_DELT_FLY,Resistance,RESISTANCE,Upper Body,Shoulders,HORIZONTAL_PULL,Transverse,Isolation,Pull,Bilateral,Standing,WEIGHT_REPS,Beginner,1,3,2,4,5,2,1,3,1,1,1,1,0,STANDARD,0,CURATED_SEED_NEEDS_DOMAIN_REVIEW,0.8,SRC_CURATED_V1;SRC_ACE_LIBRARY;SRC_FREE_EX_DB,"Scores are heuristic ranking metadata for software/AI, not medical or clinical guidance."
BARBELL_SHRUG,Barbell Shrug,Shrug,SHRUG,Resistance,RESISTANCE,Upper Body,Back,SCAPULAR_ELEVATION,Sagittal,Isolation,Pull,Bilateral,Standing,WEIGHT_REPS,Beginner,1,1,2,5,5,2,1,3,1,1,1,1,0,STANDARD,0,CURATED_SEED_NEEDS_DOMAIN_REVIEW,0.8,SRC_CURATED_V1;SRC_ACE_LIBRARY;SRC_FREE_EX_DB,"Scores are heuristic ranking metadata for software/AI, not medical or clinical guidance."
DUMBBELL_SHRUG,Dumbbell Shrug,Shrug,SHRUG,Resistance,RESISTANCE,Upper Body,Back,SCAPULAR_ELEVATION,Sagittal,Isolation,Pull,Bilateral,Standing,WEIGHT_REPS,Beginner,1,3,2,4,5,2,1,3,1,1,1,1,0,STANDARD,0,CURATED_SEED_NEEDS_DOMAIN_REVIEW,0.8,SRC_CURATED_V1;SRC_ACE_LIBRARY;SRC_FREE_EX_DB,"Scores are heuristic ranking metadata for software/AI, not medical or clinical guidance."
TRAP_BAR_SHRUG,Trap-Bar Shrug,Shrug,SHRUG,Resistance,RESISTANCE,Upper Body,Back,SCAPULAR_ELEVATION,Sagittal,Isolation,Pull,Bilateral,Standing,WEIGHT_REPS,Beginner,1,1,2,5,5,2,1,3,1,1,1,1,0,STANDARD,0,CURATED_SEED_NEEDS_DOMAIN_REVIEW,0.8,SRC_CURATED_V1;SRC_ACE_LIBRARY;SRC_FREE_EX_DB,"Scores are heuristic ranking metadata for software/AI, not medical or clinical guidance."
CABLE_SHRUG,Cable Shrug,Shrug,SHRUG,Resistance,RESISTANCE,Upper Body,Back,SCAPULAR_ELEVATION,Sagittal,Isolation,Pull,Bilateral,Standing,WEIGHT_REPS,Beginner,1,1,2,4,5,2,1,3,1,1,1,1,0,STANDARD,0,CURATED_SEED_NEEDS_DOMAIN_REVIEW,0.8,SRC_CURATED_V1;SRC_ACE_LIBRARY;SRC_FREE_EX_DB,"Scores are heuristic ranking metadata for software/AI, not medical or clinical guidance."
RACK_PULL,Rack Pull,Deadlift,DEADLIFT,Resistance,RESISTANCE,Upper Body,Back,HIP_HINGE,Sagittal,Compound,Pull,Bilateral,Standing,WEIGHT_REPS,Advanced,5,3,5,5,4,4,1,3,1,0,1,1,1,TECHNIQUE_SENSITIVE,0,CURATED_SEED_NEEDS_DOMAIN_REVIEW,0.72,SRC_CURATED_V1;SRC_ACE_LIBRARY;SRC_FREE_EX_DB,"Scores are heuristic ranking metadata for software/AI, not medical or clinical guidance."
CONVENTIONAL_DEADLIFT,Conventional Deadlift,Deadlift,DEADLIFT,Resistance,RESISTANCE,Upper Body,Back,HIP_HINGE,Sagittal,Compound,Pull,Bilateral,Standing,WEIGHT_REPS,Advanced,5,3,5,5,4,4,1,3,1,0,1,1,1,TECHNIQUE_SENSITIVE,0,CURATED_SEED_NEEDS_DOMAIN_REVIEW,0.72,SRC_CURATED_V1;SRC_ACE_LIBRARY;SRC_FREE_EX_DB,"Scores are heuristic ranking metadata for software/AI, not medical or clinical guidance."
SUMO_DEADLIFT,Sumo Deadlift,Deadlift,DEADLIFT,Resistance,RESISTANCE,Lower Body,Glutes,HIP_HINGE,Sagittal,Compound,Pull,Bilateral,Standing,WEIGHT_REPS,Advanced,5,3,5,5,4,4,1,3,1,0,1,1,1,TECHNIQUE_SENSITIVE,0,CURATED_SEED_NEEDS_DOMAIN_REVIEW,0.72,SRC_CURATED_V1;SRC_ACE_LIBRARY;SRC_FREE_EX_DB,"Scores are heuristic ranking metadata for software/AI, not medical or clinical guidance."
TRAP_BAR_DEADLIFT,Trap-Bar Deadlift,Deadlift,DEADLIFT,Resistance,RESISTANCE,Lower Body,Glutes,HIP_HINGE,Sagittal,Compound,Pull,Bilateral,Standing,WEIGHT_REPS,Intermediate,3,3,5,5,4,4,1,3,1,0,1,1,0,STANDARD,0,CURATED_SEED_NEEDS_DOMAIN_REVIEW,0.8,SRC_CURATED_V1;SRC_ACE_LIBRARY;SRC_FREE_EX_DB,"Scores are heuristic ranking metadata for software/AI, not medical or clinical guidance."
ROMANIAN_DEADLIFT,Romanian Deadlift,Romanian Deadlift,,Resistance,RESISTANCE,Lower Body,Hamstrings,HIP_HINGE,Sagittal,Compound,Pull,Bilateral,Standing,WEIGHT_REPS,Intermediate,3,3,5,5,4,4,1,3,1,0,1,1,0,STANDARD,0,CURATED_SEED_NEEDS_DOMAIN_REVIEW,0.8,SRC_CURATED_V1;SRC_ACE_LIBRARY;SRC_FREE_EX_DB,"Scores are heuristic ranking metadata for software/AI, not medical or clinical guidance."
DUMBBELL_ROMANIAN_DEADLIFT,Dumbbell Romanian Deadlift,Romanian Deadlift,ROMANIAN_DEADLIFT,Resistance,RESISTANCE,Lower Body,Hamstrings,HIP_HINGE,Sagittal,Compound,Pull,Bilateral,Standing,WEIGHT_REPS,Beginner,1,3,5,4,4,4,1,3,1,1,1,1,0,STANDARD,0,CURATED_SEED_NEEDS_DOMAIN_REVIEW,0.8,SRC_CURATED_V1;SRC_ACE_LIBRARY;SRC_FREE_EX_DB,"Scores are heuristic ranking metadata for software/AI, not medical or clinical guidance."
SINGLE_LEG_ROMANIAN_DEADLIFT,Single-Leg Romanian Deadlift,Romanian Deadlift,ROMANIAN_DEADLIFT,Resistance,RESISTANCE,Lower Body,Hamstrings,HIP_HINGE,Sagittal,Compound,Pull,Unilateral,Standing,WEIGHT_REPS,Intermediate,3,3,5,4,4,4,1,3,1,0,1,1,0,STANDARD,0,CURATED_SEED_NEEDS_DOMAIN_REVIEW,0.8,SRC_CURATED_V1;SRC_ACE_LIBRARY;SRC_FREE_EX_DB,"Scores are heuristic ranking metadata for software/AI, not medical or clinical guidance."
GOOD_MORNING,Good Morning,Good Morning,,Resistance,RESISTANCE,Lower Body,Hamstrings,HIP_HINGE,Sagittal,Compound,Pull,Bilateral,Standing,WEIGHT_REPS,Advanced,5,3,5,5,4,4,1,3,1,0,1,1,1,TECHNIQUE_SENSITIVE,0,CURATED_SEED_NEEDS_DOMAIN_REVIEW,0.72,SRC_CURATED_V1;SRC_ACE_LIBRARY;SRC_FREE_EX_DB,"Scores are heuristic ranking metadata for software/AI, not medical or clinical guidance."
45_DEGREE_BACK_EXTENSION,45-Degree Back Extension,Back Extension,BACK_EXTENSION,Resistance,RESISTANCE,Trunk,Lower Back,SPINAL_EXTENSION,Sagittal,Compound,Mixed,Bilateral,Prone,BODYWEIGHT_REPS,Beginner,1,3,4,2,4,4,1,3,1,1,1,1,0,STANDARD,0,CURATED_SEED_NEEDS_DOMAIN_REVIEW,0.8,SRC_CURATED_V1;SRC_ACE_LIBRARY;SRC_FREE_EX_DB,"Scores are heuristic ranking metadata for software/AI, not medical or clinical guidance."
WEIGHTED_BACK_EXTENSION,Weighted Back Extension,Back Extension,BACK_EXTENSION,Resistance,RESISTANCE,Trunk,Lower Back,SPINAL_EXTENSION,Sagittal,Compound,Mixed,Bilateral,Prone,WEIGHT_REPS,Intermediate,3,3,4,2,4,4,1,3,1,0,1,1,0,STANDARD,0,CURATED_SEED_NEEDS_DOMAIN_REVIEW,0.8,SRC_CURATED_V1;SRC_ACE_LIBRARY;SRC_FREE_EX_DB,"Scores are heuristic ranking metadata for software/AI, not medical or clinical guidance."
STANDING_BARBELL_OVERHEAD_PRESS,Standing Barbell Overhead Press,Overhead Press,OVERHEAD_PRESS,Resistance,RESISTANCE,Upper Body,Shoulders,VERTICAL_PUSH,Sagittal,Compound,Push,Bilateral,Standing,WEIGHT_REPS,Intermediate,3,3,4,5,4,4,1,3,1,0,1,1,0,STANDARD,0,CURATED_SEED_NEEDS_DOMAIN_REVIEW,0.8,SRC_CURATED_V1;SRC_ACE_LIBRARY;SRC_FREE_EX_DB,"Scores are heuristic ranking metadata for software/AI, not medical or clinical guidance."
SEATED_BARBELL_OVERHEAD_PRESS,Seated Barbell Overhead Press,Overhead Press,OVERHEAD_PRESS,Resistance,RESISTANCE,Upper Body,Shoulders,VERTICAL_PUSH,Sagittal,Compound,Push,Bilateral,Seated,WEIGHT_REPS,Intermediate,3,3,4,5,4,4,1,3,1,0,1,1,0,STANDARD,0,CURATED_SEED_NEEDS_DOMAIN_REVIEW,0.8,SRC_CURATED_V1;SRC_ACE_LIBRARY;SRC_FREE_EX_DB,"Scores are heuristic ranking metadata for software/AI, not medical or clinical guidance."
DUMBBELL_SHOULDER_PRESS,Dumbbell Shoulder Press,Overhead Press,OVERHEAD_PRESS,Resistance,RESISTANCE,Upper Body,Shoulders,VERTICAL_PUSH,Sagittal,Compound,Push,Bilateral,Seated,WEIGHT_REPS,Beginner,1,3,4,4,4,4,1,3,1,1,1,1,0,STANDARD,0,CURATED_SEED_NEEDS_DOMAIN_REVIEW,0.8,SRC_CURATED_V1;SRC_ACE_LIBRARY;SRC_FREE_EX_DB,"Scores are heuristic ranking metadata for software/AI, not medical or clinical guidance."
STANDING_DUMBBELL_OVERHEAD_PRESS,Standing Dumbbell Overhead Press,Overhead Press,OVERHEAD_PRESS,Resistance,RESISTANCE,Upper Body,Shoulders,VERTICAL_PUSH,Sagittal,Compound,Push,Bilateral,Standing,WEIGHT_REPS,Intermediate,3,3,4,4,4,4,1,3,1,0,1,1,0,STANDARD,0,CURATED_SEED_NEEDS_DOMAIN_REVIEW,0.8,SRC_CURATED_V1;SRC_ACE_LIBRARY;SRC_FREE_EX_DB,"Scores are heuristic ranking metadata for software/AI, not medical or clinical guidance."
SINGLE_ARM_DUMBBELL_OVERHEAD_PRESS,Single-Arm Dumbbell Overhead Press,Overhead Press,OVERHEAD_PRESS,Resistance,RESISTANCE,Upper Body,Shoulders,VERTICAL_PUSH,Sagittal,Compound,Push,Unilateral,Standing,WEIGHT_REPS,Intermediate,3,3,4,4,4,4,1,3,1,0,1,1,0,STANDARD,0,CURATED_SEED_NEEDS_DOMAIN_REVIEW,0.8,SRC_CURATED_V1;SRC_ACE_LIBRARY;SRC_FREE_EX_DB,"Scores are heuristic ranking metadata for software/AI, not medical or clinical guidance."
ARNOLD_PRESS,Arnold Press,Overhead Press,OVERHEAD_PRESS,Resistance,RESISTANCE,Upper Body,Shoulders,VERTICAL_PUSH,Sagittal,Compound,Push,Bilateral,Seated,WEIGHT_REPS,Intermediate,3,3,4,4,4,4,1,3,1,0,1,1,0,STANDARD,0,CURATED_SEED_NEEDS_DOMAIN_REVIEW,0.8,SRC_CURATED_V1;SRC_ACE_LIBRARY;SRC_FREE_EX_DB,"Scores are heuristic ranking metadata for software/AI, not medical or clinical guidance."
MACHINE_SHOULDER_PRESS,Machine Shoulder Press,Overhead Press,OVERHEAD_PRESS,Resistance,RESISTANCE,Upper Body,Shoulders,VERTICAL_PUSH,Sagittal,Compound,Push,Bilateral,Seated,WEIGHT_REPS,Beginner,1,2,4,2,4,4,1,3,1,1,1,1,0,STANDARD,0,CURATED_SEED_NEEDS_DOMAIN_REVIEW,0.8,SRC_CURATED_V1;SRC_ACE_LIBRARY;SRC_FREE_EX_DB,"Scores are heuristic ranking metadata for software/AI, not medical or clinical guidance."
SMITH_MACHINE_SHOULDER_PRESS,Smith Machine Shoulder Press,Overhead Press,OVERHEAD_PRESS,Resistance,RESISTANCE,Upper Body,Shoulders,VERTICAL_PUSH,Sagittal,Compound,Push,Bilateral,Seated,WEIGHT_REPS,Beginner,1,2,4,5,4,4,1,3,1,1,1,1,0,STANDARD,0,CURATED_SEED_NEEDS_DOMAIN_REVIEW,0.8,SRC_CURATED_V1;SRC_ACE_LIBRARY;SRC_FREE_EX_DB,"Scores are heuristic ranking metadata for software/AI, not medical or clinical guidance."
LANDMINE_PRESS,Landmine Press,Landmine Press,,Resistance,RESISTANCE,Upper Body,Shoulders,VERTICAL_PUSH,Sagittal,Compound,Push,Unilateral,Standing,WEIGHT_REPS,Beginner,1,3,4,5,4,4,1,3,1,1,1,1,0,STANDARD,0,CURATED_SEED_NEEDS_DOMAIN_REVIEW,0.8,SRC_CURATED_V1;SRC_ACE_LIBRARY;SRC_FREE_EX_DB,"Scores are heuristic ranking metadata for software/AI, not medical or clinical guidance."
HALF_KNEELING_LANDMINE_PRESS,Half-Kneeling Landmine Press,Landmine Press,LANDMINE_PRESS,Resistance,RESISTANCE,Upper Body,Shoulders,VERTICAL_PUSH,Sagittal,Compound,Push,Unilateral,Half-Kneeling,WEIGHT_REPS,Beginner,1,3,4,5,4,4,1,3,1,1,1,1,0,STANDARD,0,CURATED_SEED_NEEDS_DOMAIN_REVIEW,0.8,SRC_CURATED_V1;SRC_ACE_LIBRARY;SRC_FREE_EX_DB,"Scores are heuristic ranking metadata for software/AI, not medical or clinical guidance."
DUMBBELL_LATERAL_RAISE,Dumbbell Lateral Raise,Lateral Raise,LATERAL_RAISE,Resistance,RESISTANCE,Upper Body,Shoulders,SHOULDER_ABDUCTION,Frontal,Isolation,Push,Bilateral,Standing,WEIGHT_REPS,Beginner,1,3,2,4,5,2,1,3,1,1,1,1,0,STANDARD,0,CURATED_SEED_NEEDS_DOMAIN_REVIEW,0.8,SRC_CURATED_V1;SRC_ACE_LIBRARY;SRC_FREE_EX_DB,"Scores are heuristic ranking metadata for software/AI, not medical or clinical guidance."
SINGLE_ARM_DUMBBELL_LATERAL_RAISE,Single-Arm Dumbbell Lateral Raise,Lateral Raise,LATERAL_RAISE,Resistance,RESISTANCE,Upper Body,Shoulders,SHOULDER_ABDUCTION,Frontal,Isolation,Push,Unilateral,Standing,WEIGHT_REPS,Beginner,1,3,2,4,5,2,1,3,1,1,1,1,0,STANDARD,0,CURATED_SEED_NEEDS_DOMAIN_REVIEW,0.8,SRC_CURATED_V1;SRC_ACE_LIBRARY;SRC_FREE_EX_DB,"Scores are heuristic ranking metadata for software/AI, not medical or clinical guidance."
CABLE_LATERAL_RAISE,Cable Lateral Raise,Lateral Raise,LATERAL_RAISE,Resistance,RESISTANCE,Upper Body,Shoulders,SHOULDER_ABDUCTION,Frontal,Isolation,Push,Unilateral,Standing,WEIGHT_REPS,Beginner,1,1,2,4,5,2,1,3,1,1,1,1,0,STANDARD,0,CURATED_SEED_NEEDS_DOMAIN_REVIEW,0.8,SRC_CURATED_V1;SRC_ACE_LIBRARY;SRC_FREE_EX_DB,"Scores are heuristic ranking metadata for software/AI, not medical or clinical guidance."
MACHINE_LATERAL_RAISE,Machine Lateral Raise,Lateral Raise,LATERAL_RAISE,Resistance,RESISTANCE,Upper Body,Shoulders,SHOULDER_ABDUCTION,Frontal,Isolation,Push,Bilateral,Seated,WEIGHT_REPS,Beginner,1,1,2,4,5,2,1,3,1,1,1,1,0,STANDARD,0,CURATED_SEED_NEEDS_DOMAIN_REVIEW,0.8,SRC_CURATED_V1;SRC_ACE_LIBRARY;SRC_FREE_EX_DB,"Scores are heuristic ranking metadata for software/AI, not medical or clinical guidance."
LEAN_AWAY_CABLE_LATERAL_RAISE,Lean-Away Cable Lateral Raise,Lateral Raise,LATERAL_RAISE,Resistance,RESISTANCE,Upper Body,Shoulders,SHOULDER_ABDUCTION,Frontal,Isolation,Push,Unilateral,Standing,WEIGHT_REPS,Intermediate,3,1,2,4,5,2,1,3,1,0,1,1,0,STANDARD,0,CURATED_SEED_NEEDS_DOMAIN_REVIEW,0.8,SRC_CURATED_V1;SRC_ACE_LIBRARY;SRC_FREE_EX_DB,"Scores are heuristic ranking metadata for software/AI, not medical or clinical guidance."
DUMBBELL_FRONT_RAISE,Dumbbell Front Raise,Front Raise,FRONT_RAISE,Resistance,RESISTANCE,Upper Body,Shoulders,SHOULDER_FLEXION,Sagittal,Isolation,Push,Bilateral,Standing,WEIGHT_REPS,Beginner,1,3,2,4,5,2,1,3,1,1,1,1,0,STANDARD,0,CURATED_SEED_NEEDS_DOMAIN_REVIEW,0.8,SRC_CURATED_V1;SRC_ACE_LIBRARY;SRC_FREE_EX_DB,"Scores are heuristic ranking metadata for software/AI, not medical or clinical guidance."
CABLE_FRONT_RAISE,Cable Front Raise,Front Raise,FRONT_RAISE,Resistance,RESISTANCE,Upper Body,Shoulders,SHOULDER_FLEXION,Sagittal,Isolation,Push,Unilateral,Standing,WEIGHT_REPS,Beginner,1,1,2,4,5,2,1,3,1,1,1,1,0,STANDARD,0,CURATED_SEED_NEEDS_DOMAIN_REVIEW,0.8,SRC_CURATED_V1;SRC_ACE_LIBRARY;SRC_FREE_EX_DB,"Scores are heuristic ranking metadata for software/AI, not medical or clinical guidance."
PLATE_FRONT_RAISE,Plate Front Raise,Front Raise,FRONT_RAISE,Resistance,RESISTANCE,Upper Body,Shoulders,SHOULDER_FLEXION,Sagittal,Isolation,Push,Bilateral,Standing,WEIGHT_REPS,Beginner,1,1,2,2,5,2,1,3,1,1,1,1,0,STANDARD,0,CURATED_SEED_NEEDS_DOMAIN_REVIEW,0.8,SRC_CURATED_V1;SRC_ACE_LIBRARY;SRC_FREE_EX_DB,"Scores are heuristic ranking metadata for software/AI, not medical or clinical guidance."
CABLE_EXTERNAL_ROTATION,Cable External Rotation,Rotator Cuff Rotation,ROTATOR_CUFF_ROTATION,Resistance,RESISTANCE,Upper Body,Shoulders,SHOULDER_EXTERNAL_ROTATION,Transverse,Isolation,Mixed,Unilateral,Standing,WEIGHT_REPS,Beginner,1,1,2,4,5,2,1,3,1,1,1,1,0,STANDARD,0,CURATED_SEED_NEEDS_DOMAIN_REVIEW,0.8,SRC_CURATED_V1;SRC_ACE_LIBRARY;SRC_FREE_EX_DB,"Scores are heuristic ranking metadata for software/AI, not medical or clinical guidance."
BAND_EXTERNAL_ROTATION,Band External Rotation,Rotator Cuff Rotation,ROTATOR_CUFF_ROTATION,Resistance,RESISTANCE,Upper Body,Shoulders,SHOULDER_EXTERNAL_ROTATION,Transverse,Isolation,Mixed,Unilateral,Standing,REPS_ONLY,Beginner,1,1,2,2,5,2,1,3,1,1,1,1,0,STANDARD,0,CURATED_SEED_NEEDS_DOMAIN_REVIEW,0.8,SRC_CURATED_V1;SRC_ACE_LIBRARY;SRC_FREE_EX_DB,"Scores are heuristic ranking metadata for software/AI, not medical or clinical guidance."
CABLE_INTERNAL_ROTATION,Cable Internal Rotation,Rotator Cuff Rotation,ROTATOR_CUFF_ROTATION,Resistance,RESISTANCE,Upper Body,Shoulders,SHOULDER_INTERNAL_ROTATION,Transverse,Isolation,Mixed,Unilateral,Standing,WEIGHT_REPS,Beginner,1,1,2,4,5,2,1,3,1,1,1,1,0,STANDARD,0,CURATED_SEED_NEEDS_DOMAIN_REVIEW,0.8,SRC_CURATED_V1;SRC_ACE_LIBRARY;SRC_FREE_EX_DB,"Scores are heuristic ranking metadata for software/AI, not medical or clinical guidance."
BAND_PULL_APART,Band Pull-Apart,Band Pull-Apart,,Resistance,RESISTANCE,Upper Body,Shoulders,SCAPULAR_RETRACTION,Sagittal,Isolation,Pull,Bilateral,Standing,REPS_ONLY,Beginner,1,1,2,2,5,2,1,3,1,1,1,1,0,STANDARD,0,CURATED_SEED_NEEDS_DOMAIN_REVIEW,0.8,SRC_CURATED_V1;SRC_ACE_LIBRARY;SRC_FREE_EX_DB,"Scores are heuristic ranking metadata for software/AI, not medical or clinical guidance."
SCAPULAR_WALL_SLIDE,Scapular Wall Slide,Shoulder Mobility,SHOULDER_MOBILITY,Mobility,MOBILITY,Upper Body,Shoulders,MOBILITY,Multi-planar,Isolation,Mixed,Bilateral,Standing,DURATION,Beginner,1,3,2,2,1,1,1,2,1,1,1,1,0,STANDARD,0,CURATED_SEED_NEEDS_DOMAIN_REVIEW,0.8,SRC_CURATED_V1;SRC_ACE_LIBRARY;SRC_FREE_EX_DB,"Scores are heuristic ranking metadata for software/AI, not medical or clinical guidance."
WALL_ANGEL,Wall Angel,Shoulder Mobility,SHOULDER_MOBILITY,Mobility,MOBILITY,Upper Body,Shoulders,MOBILITY,Multi-planar,Isolation,Mixed,Bilateral,Standing,DURATION,Beginner,1,3,2,2,1,1,1,2,1,1,1,1,0,STANDARD,0,CURATED_SEED_NEEDS_DOMAIN_REVIEW,0.8,SRC_CURATED_V1;SRC_ACE_LIBRARY;SRC_FREE_EX_DB,"Scores are heuristic ranking metadata for software/AI, not medical or clinical guidance."
BARBELL_CURL,Barbell Curl,Biceps Curl,BICEPS_CURL,Resistance,RESISTANCE,Upper Body,Biceps,ELBOW_FLEXION,Sagittal,Isolation,Pull,Bilateral,Standing,WEIGHT_REPS,Beginner,1,1,2,5,5,2,1,3,1,1,1,1,0,STANDARD,0,CURATED_SEED_NEEDS_DOMAIN_REVIEW,0.8,SRC_CURATED_V1;SRC_ACE_LIBRARY;SRC_FREE_EX_DB,"Scores are heuristic ranking metadata for software/AI, not medical or clinical guidance."
