exercise_id,equipment_id,requirement,source_ids
POGO_JUMP,BODYWEIGHT,REQUIRED,SRC_CURATED_V1
SINGLE_LEG_HOP,BODYWEIGHT,REQUIRED,SRC_CURATED_V1
LATERAL_BOUND,BODYWEIGHT,REQUIRED,SRC_CURATED_V1
SKATER_JUMP,BODYWEIGHT,REQUIRED,SRC_CURATED_V1
BOUNDING,BODYWEIGHT,REQUIRED,SRC_CURATED_V1
10_M_ACCELERATION_SPRINT,TRACK_FIELD,REQUIRED,SRC_CURATED_V1
20_M_ACCELERATION_SPRINT,TRACK_FIELD,REQUIRED,SRC_CURATED_V1
FLYING_SPRINT,TRACK_FIELD,REQUIRED,SRC_CURATED_V1
HILL_SPRINT,TRACK_FIELD,REQUIRED,SRC_CURATED_V1
SHUTTLE_SPRINT,CONES,REQUIRED,SRC_CURATED_V1
5_10_5_SHUTTLE,CONES,REQUIRED,SRC_CURATED_V1
T_DRILL,CONES,REQUIRED,SRC_CURATED_V1
L_DRILL,CONES,REQUIRED,SRC_CURATED_V1
LATERAL_SHUFFLE_DRILL,CONES,REQUIRED,SRC_CURATED_V1
AGILITY_LADDER_IN_IN_OUT_OUT,AGILITY_LADDER,REQUIRED,SRC_CURATED_V1
OUTDOOR_WALKING,BODYWEIGHT,REQUIRED,SRC_CURATED_V1
TREADMILL_WALKING,TREADMILL,REQUIRED,SRC_CURATED_V1
INCLINE_TREADMILL_WALKING,TREADMILL,REQUIRED,SRC_CURATED_V1
OUTDOOR_RUNNING,TRACK_FIELD,REQUIRED,SRC_CURATED_V1
TREADMILL_RUNNING,TREADMILL,REQUIRED,SRC_CURATED_V1
STATIONARY_CYCLING,STATIONARY_BIKE,REQUIRED,SRC_CURATED_V1
AIR_BIKE,AIR_BIKE_FAN_BIKE,REQUIRED,SRC_CURATED_V1
ROWING_ERGOMETER,ROWING_ERGOMETER,REQUIRED,SRC_CURATED_V1
SKI_ERGOMETER,SKI_ERGOMETER,REQUIRED,SRC_CURATED_V1
ELLIPTICAL,ELLIPTICAL,REQUIRED,SRC_CURATED_V1
STAIR_CLIMBER,STAIR_CLIMBER,REQUIRED,SRC_CURATED_V1
JUMP_ROPE,JUMP_ROPE,REQUIRED,SRC_CURATED_V1
SWIMMING_FREESTYLE,SWIMMING_POOL,REQUIRED,SRC_CURATED_V1
SWIMMING_BREASTSTROKE,SWIMMING_POOL,REQUIRED,SRC_CURATED_V1
SLED_PUSH,SLED,REQUIRED,SRC_CURATED_V1
SLED_DRAG,SLED,REQUIRED,SRC_CURATED_V1
BATTLE_ROPE_ALTERNATING_WAVES,BATTLE_ROPE,REQUIRED,SRC_CURATED_V1
BATTLE_ROPE_SLAMS,BATTLE_ROPE,REQUIRED,SRC_CURATED_V1
BURPEE,BODYWEIGHT,REQUIRED,SRC_CURATED_V1
DUMBBELL_THRUSTER,DUMBBELL,REQUIRED,SRC_CURATED_V1
BARBELL_THRUSTER,BARBELL,REQUIRED,SRC_CURATED_V1
90_90_HIP_SWITCH,BODYWEIGHT,REQUIRED,SRC_CURATED_V1
WORLD_S_GREATEST_STRETCH,BODYWEIGHT,REQUIRED,SRC_CURATED_V1
DEEP_SQUAT_PRY,BODYWEIGHT,REQUIRED,SRC_CURATED_V1
ANKLE_DORSIFLEXION_ROCK,BODYWEIGHT,REQUIRED,SRC_CURATED_V1
HIP_FLEXOR_STRETCH,BODYWEIGHT,REQUIRED,SRC_CURATED_V1
COUCH_STRETCH,BODYWEIGHT,REQUIRED,SRC_CURATED_V1
COUCH_STRETCH,BENCH,REQUIRED,SRC_CURATED_V1
STANDING_QUAD_STRETCH,BODYWEIGHT,REQUIRED,SRC_CURATED_V1
SEATED_HAMSTRING_STRETCH,BODYWEIGHT,REQUIRED,SRC_CURATED_V1
SUPINE_HAMSTRING_STRETCH,BODYWEIGHT,REQUIRED,SRC_CURATED_V1
FIGURE_FOUR_GLUTE_STRETCH,BODYWEIGHT,REQUIRED,SRC_CURATED_V1
BUTTERFLY_GROIN_STRETCH,BODYWEIGHT,REQUIRED,SRC_CURATED_V1
STANDING_CALF_STRETCH,BODYWEIGHT,REQUIRED,SRC_CURATED_V1
DOORWAY_CHEST_STRETCH,BODYWEIGHT,REQUIRED,SRC_CURATED_V1
CROSS_BODY_SHOULDER_STRETCH,BODYWEIGHT,REQUIRED,SRC_CURATED_V1
LAT_STRETCH_ON_BENCH,BENCH,REQUIRED,SRC_CURATED_V1
CHILD_S_POSE,BODYWEIGHT,REQUIRED,SRC_CURATED_V1
CAT_COW,BODYWEIGHT,REQUIRED,SRC_CURATED_V1
THORACIC_ROTATION_OPEN_BOOK,BODYWEIGHT,REQUIRED,SRC_CURATED_V1
THREAD_THE_NEEDLE,BODYWEIGHT,REQUIRED,SRC_CURATED_V1
FOAM_ROLL_QUADRICEPS,FOAM_ROLLER,REQUIRED,SRC_CURATED_V1
FOAM_ROLL_HAMSTRINGS,FOAM_ROLLER,REQUIRED,SRC_CURATED_V1
FOAM_ROLL_GLUTES,FOAM_ROLLER,REQUIRED,SRC_CURATED_V1
FOAM_ROLL_CALVES,FOAM_ROLLER,REQUIRED,SRC_CURATED_V1
FOAM_ROLL_LATS,FOAM_ROLLER,REQUIRED,SRC_CURATED_V1
DIAPHRAGMATIC_BREATHING,BODYWEIGHT,REQUIRED,SRC_CURATED_V1
